TAID,Pubchem CID,IUPAC Name,SMILES,Canonical_SMILES,InChIKey,rat_intravenous_LD50
TOX-3867,2460,"[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate",CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,CJGYSWNGNKCJSB-UHFFFAOYSA-N,3.020256744
TOX-3076,5433,"2,2-dichloro-N-[1,3-dihydroxy-1-(4-methylsulfonylphenyl)propan-2-yl]acetamide",CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,OTVAEFIXJLOWRX-UHFFFAOYSA-N,3.021527135
TOX-36397,1299518,"ethyl 4-(1,3-dimethyl-2,6-dioxo-7H-purin-8-yl)piperazine-1-carboxylate",CCOC(=O)N1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1,CCOC(=O)N1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1,XGBZWAUTTYIXCR-UHFFFAOYSA-N,3.021644036
TOX-43795,2515,ethyl N-[[6-[ethyl(2-hydroxypropyl)amino]pyridazin-3-yl]amino]carbamate,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,QLTVVOATEHFXLT-UHFFFAOYSA-N,3.022543347
TOX-42891,115550,"1,3,4-trimethyl-7,9-diazaspiro[4.5]decane-6,8,10-trione",CC1CC(C)C2(C(=O)NC(=O)NC2=O)C1C,CC1CC(C)C2(C(=O)NC(=O)NC2=O)C1C,LBXZCCGEUNGDSM-UHFFFAOYSA-N,3.026469363
TOX-48605,155639,"1,6-dimethyl-4-oxo-7,8,9,9a-tetrahydro-6H-pyrido[1,2-a]pyrimidine-3-carboxamide",CC1CCCC2N(C)C=C(C(N)=O)C(=O)N12,CC1CCCC2N(C)C=C(C(N)=O)C(=O)N12,PDYZVPFJLHCRGG-UHFFFAOYSA-N,3.026622748
TOX-65250,60315,"2-(4-aminophenyl)sulfonyl-4,5-dimethoxyaniline",COc1cc(N)c(S(=O)(=O)c2ccc(N)cc2)cc1OC,COc1cc(N)c(S(=O)(=O)c2ccc(N)cc2)cc1OC,LZMOXOZTMVYCAY-UHFFFAOYSA-N,3.026658631
TOX-47948,93406,"3-ethyl-2,6-dimethylpyrido[1,2-a]pyrimidin-4-one",CCc1c(C)nc2cccc(C)n2c1=O,CCc1c(C)nc2cccc(C)n2c1=O,RCSYPYSJSNRLSK-UHFFFAOYSA-N,3.02714996
TOX-31420,160358,"4-(5-cyclohexyl-2,4-dimethoxyphenyl)-4-oxobutanoic acid",COc1cc(OC)c(C2CCCCC2)cc1C(=O)CCC(=O)O,COc1cc(OC)c(C2CCCCC2)cc1C(=O)CCC(=O)O,YOCBPCQZXRQJFU-UHFFFAOYSA-N,3.02855092
TOX-3475,3948,"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid",CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,3.029869822
TOX-47942,3053739,"2,3,6-trimethylpyrido[1,2-a]pyrimidin-4-one",Cc1nc2cccc(C)n2c(=O)c1C,Cc1nc2cccc(C)n2c(=O)c1C,PTLAJSCPOPLPHI-UHFFFAOYSA-N,3.031650794
TOX-4075,4474936,"2-[2-[(1-ethoxy-1-oxo-4-phenylbutan-2-yl)amino]propanoyl]-6,7-dimethoxy-3,4-dihydro-1H-isoquinoline-3-carboxylic acid",CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,UWWDHYUMIORJTA-UHFFFAOYSA-N,3.034030444
TOX-21855,3242,4-methoxy-2-(5-methoxy-3-methylpyrazol-1-yl)-6-methylpyrimidine,COc1cc(C)nc(-n2nc(C)cc2OC)n1,COc1cc(C)nc(-n2nc(C)cc2OC)n1,RHAXSHUQNIEUEY-UHFFFAOYSA-N,3.039282512
TOX-53560,52330067,"N-[2-[[2-[(dimethylamino)methyl]-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-N'-methyl-2-nitroethanimidamide",CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,XPZQPVYGEOEOKS-UHFFFAOYSA-N,3.041873802
TOX-19722,27310,"trimethyl-[2-(2-methyl-1,3-dihydroisoindol-2-ium-2-yl)ethyl]azanium",C[N+](C)(C)CC[N+]1(C)Cc2ccccc2C1,C[N+](C)(C)CC[N+]1(C)Cc2ccccc2C1,AXPHNWPXUPSNHB-UHFFFAOYSA-N,3.042102768
TOX-13030,19128,2-chloroethyl methanesulfonate,CS(=O)(=O)OCCCl,CS(=O)(=O)OCCCl,FMMYTRQXHORTCU-UHFFFAOYSA-N,3.044983575
TOX-36238,65450,"5-[[3,5-dimethoxy-4-(2-methoxyethoxy)phenyl]methyl]pyrimidine-2,4-diamine",COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,WSWJIZXMAUYHOE-UHFFFAOYSA-N,3.047113843
TOX-4046,3461,"4-amino-1-[3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,SDUQYLNIPVEERB-UHFFFAOYSA-N,3.047373882
TOX-65245,3065984,"6,6-dimethyl-1-[4-(4-nitrophenyl)sulfonylphenyl]-1,3,5-triazine-2,4-diamine",CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,LQEKZXQNNXCFNE-UHFFFAOYSA-N,3.048394323
TOX-3075,5430,"4-(1H-benzimidazol-2-yl)-1,3-thiazole",c1ccc2[nH]c(-c3cscn3)nc2c1,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,3.048472016
TOX-49809,107800,"N-[4-amino-3-[3-amino-6-(1-aminoethyl)oxan-2-yl]oxy-2,5-dihydroxy-6-methoxycyclohexyl]-2-(aminomethylideneamino)-N-methylacetamide",COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CNC=N,COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CNC=N,VFBPKQSATYZKRX-UHFFFAOYSA-N,3.050547473
TOX-73596,320761,"5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,WHGYBXFWUBPSRW-UHFFFAOYSA-N,3.051530355
TOX-2561,2809,"7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxylic acid",O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,XDDJGVMJFWAHJX-UHFFFAOYSA-N,3.052331179
TOX-21980,161261,"1-[4-[4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenyl]sulfonylphenyl]-6,6-dimethyl-1,3,5-triazine-2,4-diamine",CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)c2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)cc1,CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)c2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)cc1,MXPIYLRFDWBXQY-UHFFFAOYSA-N,3.052554913
TOX-18116,25807,N-ethenyl-N-ethylnitrous amide,C=CN(CC)N=O,C=CN(CC)N=O,KAXILSKFDQXZPP-UHFFFAOYSA-N,3.056042507
TOX-1904,10230,(4-hydrazinylphthalazin-1-yl)hydrazine,NNc1nnc(NN)c2ccccc12,NNc1nnc(NN)c2ccccc12,VQKLRVZQQYVIJW-UHFFFAOYSA-N,3.056516874
TOX-3954,4169159,"1-[2-[(1-ethoxy-1-oxopentan-2-yl)amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,IPVQLZZIHOAWMC-UHFFFAOYSA-N,3.057204327
TOX-20380,27893,4-ethyloxolan-2-one,CCC1COC(=O)C1,CCC1COC(=O)C1,MDQZVJSUBKPTHG-UHFFFAOYSA-N,3.057453088
TOX-6610,9341,"(7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl)methyl 2-hydroxy-2-(1-methoxyethyl)-3-methylbutanoate",COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,LMFKRLGHEKVMNT-UHFFFAOYSA-N,3.058340115
TOX-3562,864,5-(dithiolan-3-yl)pentanoic acid,O=C(O)CCCCC1CCSS1,O=C(O)CCCCC1CCSS1,AGBQKNBQESQNJD-UHFFFAOYSA-N,3.059294083
TOX-10129,164839,1-bis(ethylsulfanyl)phosphorylsulfanylethane,CCSP(=O)(SCC)SCC,CCSP(=O)(SCC)SCC,QFMPBAKJJSEBRR-UHFFFAOYSA-N,3.061377074
TOX-3052,5359,2-[4-(thiophene-2-carbonyl)phenyl]propanoic acid,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,MDKGKXOCJGEUJW-UHFFFAOYSA-N,3.061389086
TOX-5047,4884,N-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine,C[n+]1ccccc1C=NO,C[n+]1ccccc1C=NO,JBKPUQTUERUYQE-UHFFFAOYSA-O,3.065579653
TOX-11286,30776,3-bromo-4-(4-methoxyphenyl)-4-oxobut-2-enoic acid,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,UPZFHUODAYGHDZ-UHFFFAOYSA-N,3.06582047
TOX-53251,17972042,2-amino-N-[1-amino-3-(1H-indol-3-yl)-1-oxopropan-2-yl]-3-phenylpropanamide,NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1,NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1,GVIJYQOEFGLWKI-UHFFFAOYSA-N,3.067470109
TOX-25885,14410593,2-[(2-amino-3-phenylpropanoyl)amino]-3-(1H-indol-3-yl)propanoic acid,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,JMCOUWKXLXDERB-UHFFFAOYSA-N,3.068687918
TOX-29348,208417,"6-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",CC1CCCc2nccc(=O)n21,CC1CCCc2nccc(=O)n21,HCJOGZBBWGQKGC-UHFFFAOYSA-N,3.069266276
TOX-21264,3169,"3-(4-phenylpiperazin-1-yl)propane-1,2-diol",OCC(O)CN1CCN(c2ccccc2)CC1,OCC(O)CN1CCN(c2ccccc2)CC1,PTVWPYVOOKLBCG-UHFFFAOYSA-N,3.072461294
TOX-4336,6046,4-nitrosomorpholine,O=NN1CCOCC1,O=NN1CCOCC1,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,3.073680951
TOX-9065,3928,"N-[2-hydroxy-1-(3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl)propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,3.075082518
TOX-2759,3755,"3-amino-N-[5-amino-4-[6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-2-[3,5-dihydroxy-5-methyl-4-(methylamino)oxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxypropanamide",CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,UDIIBEDMEYAVNG-UHFFFAOYSA-N,3.07796989
TOX-53248,78300544,methyl 2-[(2-amino-3-phenylpropanoyl)amino]-3-(1H-indol-3-yl)propanoate,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1,WKRDIFQGZFGJAQ-UHFFFAOYSA-N,3.085686509
TOX-33166,218416,"2-[2-(4-methoxyphenyl)ethenyl]-4,5-dihydro-1,3-thiazole",COc1ccc(C=CC2=NCCS2)cc1,COc1ccc(C=CC2=NCCS2)cc1,YNYXLQQGFXBDJV-UHFFFAOYSA-N,3.08578395
TOX-44144,47457,2-azaspiro[4.5]decan-3-one,O=C1CC2(CCCCC2)CN1,O=C1CC2(CCCCC2)CN1,JAWPQJDOQPSNIQ-UHFFFAOYSA-N,3.088419617
TOX-30833,3033959,"N-(4-chlorophenyl)-2,6-dioxocyclohexane-1-carbothioamide",O=C1CCCC(=O)C1C(=S)Nc1ccc(Cl)cc1,O=C1CCCC(=O)C1C(=S)Nc1ccc(Cl)cc1,KBMXZBWIWSRALH-UHFFFAOYSA-N,3.090050022
TOX-3947,41386,"5-amino-2-[1-(3,4-dichlorophenyl)ethyl]-4H-pyrazol-3-one",CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,RLWRMIYXDPXIEX-UHFFFAOYSA-N,3.090392127
TOX-9108,13387,1-methylpyrrolidin-2-one,CN1CCCC1=O,CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,3.090422369
TOX-17204,320760,"5,10,15,20,25,30-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29-dodecaoxaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetracontane-31,32,33,34,35,36,37,38,39,40,41,42-dodecol",OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,HFHDHCJBZVLPGP-UHFFFAOYSA-N,3.09151788
TOX-14044,2259,"5-[(3-carboxy-4-hydroxyphenyl)-(3-carboxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2-hydroxybenzoic acid",O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,GIXWDMTZECRIJT-UHFFFAOYSA-N,3.09418844
TOX-7585,10746,"2-[(4-hydroxy-3,5-diiodophenyl)methyl]cyclohexane-1-carboxylic acid",O=C(O)C1CCCCC1Cc1cc(I)c(O)c(I)c1,O=C(O)C1CCCCC1Cc1cc(I)c(O)c(I)c1,BGDIOASGXLPOBQ-UHFFFAOYSA-N,3.095649399
TOX-32746,99769,"N,3-bis(2-chloroethyl)-4-hydroperoxy-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine",O=P1(NCCCl)OCCC(OO)N1CCCl,O=P1(NCCCl)OCCC(OO)N1CCCl,YGZIWEZFFBPCLN-UHFFFAOYSA-N,3.096815211
TOX-65350,3066129,"2-methyl-[1,3]thiazolo[4,5-c]quinoline",Cc1nc2cnc3ccccc3c2s1,Cc1nc2cnc3ccccc3c2s1,WJDUOAAAWXDSHV-UHFFFAOYSA-N,3.097487241
TOX-28487,207591,"ethyl 1,6-dimethyl-4-oxo-7,8,9,9a-tetrahydro-6H-pyrido[1,2-a]pyrimidine-3-carboxylate",CCOC(=O)C1=CN(C)C2CCCC(C)N2C1=O,CCOC(=O)C1=CN(C)C2CCCC(C)N2C1=O,GLHCZAOYBZLTCB-UHFFFAOYSA-N,3.103088272
TOX-72311,14665,2-(dimethylamino)-N-(4-ethoxyphenyl)-3-hydroxy-N-methylbutanamide,CCOc1ccc(N(C)C(=O)C(C(C)O)N(C)C)cc1,CCOc1ccc(N(C)C(=O)C(C(C)O)N(C)C)cc1,MCLMACLXARTOSR-UHFFFAOYSA-N,3.105305763
TOX-64414,58258,,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,NJCJBUHJQLFDSW-UHFFFAOYSA-N,3.105556794
TOX-55046,456865,"4-ethyl-1-[2-[2-hydroxybutanoyl(methyl)amino]-3-methylbutanoyl]-N-methyl-N-[4,11,19,26-tetramethyl-6-(3-methylbutyl)-15,25-bis(2-methylpropyl)-2,5,8,14,17,21,24,27-octaoxo-3-propan-2-yl-20-oxa-1,4,7,13,16,23,26-heptazatricyclo[26.3.0.09,13]hentriacontan-18-yl]pyrrolidine-2-carboxamide",CCC1CC(C(=O)N(C)C2C(=O)NC(CC(C)C)C(=O)N3CC(C)CC3C(=O)NC(CCC(C)C)C(=O)N(C)C(C(C)C)C(=O)N3CCCC3C(=O)N(C)C(CC(C)C)C(=O)NCC(=O)OC2C)N(C(=O)C(C(C)C)N(C)C(=O)C(O)CC)C1,CCC1CC(C(=O)N(C)C2C(=O)NC(CC(C)C)C(=O)N3CC(C)CC3C(=O)NC(CCC(C)C)C(=O)N(C)C(C(C)C)C(=O)N3CCCC3C(=O)N(C)C(CC(C)C)C(=O)NCC(=O)OC2C)N(C(=O)C(C(C)C)N(C)C(=O)C(O)CC)C1,FKXYYGSDGSWQIM-UHFFFAOYSA-N,3.107781805
TOX-34835,5467,N-[2-(diethylamino)ethyl]-2-methoxy-5-methylsulfonylbenzamide,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,JTVPZMFULRWINT-UHFFFAOYSA-N,3.111614393
TOX-33173,53462854,"5-[(7,8-dihydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,RHRMTILDFUYBOD-UHFFFAOYSA-N,3.114366083
TOX-68090,3792,,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,QQQIECGTIMUVDS-UHFFFAOYSA-N,3.115081352
TOX-2116,4539,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,3.115081797
TOX-53250,78300546,2-[(2-acetamido-3-phenylpropanoyl)amino]-3-(1H-indol-3-yl)propanoic acid,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,IFQOQFHEONRKLI-UHFFFAOYSA-N,3.117760568
TOX-66941,3544,N-(2-aminoethyl)isoquinoline-5-sulfonamide,NCCNS(=O)(=O)c1cccc2cnccc12,NCCNS(=O)(=O)c1cccc2cnccc12,DCVZSHVZGVWQKV-UHFFFAOYSA-N,3.121457897
TOX-2040,4583,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,3.121793054
TOX-12559,18377,"3-(N-(3-amino-2,4,6-triiodobenzoyl)anilino)propanoic acid",Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,FJYJNLIEGUTPIJ-UHFFFAOYSA-N,3.121889953
TOX-72938,31782,"5-[(7,8-dihydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,SBPPWJIDARICBS-UHFFFAOYSA-N,3.123629539
TOX-10850,15985,"2-[[3-(butanoylamino)-2,4,6-triiodophenyl]methylidene]butanoic acid",CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)O)c1I,CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)O)c1I,CWRBDUIQDIHWJZ-UHFFFAOYSA-N,3.124265738
TOX-2414,238,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA-UHFFFAOYSA-N,3.125380235
TOX-1615,259729,"5,6,7,8-tetrahydro-3H-pyrrolizin-1-ylmethyl 2-hydroxy-2-(1-hydroxyethyl)-3-methylbutanoate",CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,DRVWTOSBCBKXOR-UHFFFAOYSA-N,3.126014944
TOX-8139,54678599,"4-acetyl-2-butan-2-yl-3-hydroxy-1,2-dihydropyrrol-5-one",CCC(C)C1NC(=O)C(C(C)=O)=C1O,CCC(C)C1NC(=O)C(C(C)=O)=C1O,CEIZFXOZIQNICU-UHFFFAOYSA-N,3.130628927
TOX-34163,36054,2-(azocan-2-ylmethyl)guanidine,N=C(N)NCC1CCCCCCN1,N=C(N)NCC1CCCCCCN1,ZCVAIGPGEINFCX-UHFFFAOYSA-N,3.131955792
TOX-2623,3229,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,3.132677476
TOX-53249,78300545,methyl 2-[(2-acetamido-3-phenylpropanoyl)amino]-3-(1H-indol-3-yl)propanoate,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(C)=O,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(C)=O,NIXPIONKGWROJJ-UHFFFAOYSA-N,3.132974385
TOX-3447,5402,"N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine",CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,3.136166574
TOX-4329,4059,"3-(2-methylphenoxy)propane-1,2-diol",Cc1ccccc1OCC(O)CO,Cc1ccccc1OCC(O)CO,JWDYCNIAQWPBHD-UHFFFAOYSA-N,3.136742018
TOX-2868,4423,"3-prop-2-enyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,UIQMVEYFGZJHCZ-UHFFFAOYSA-N,3.13918367
TOX-1358,159287,"2-(4-hydroxy-3,5-dimethoxyphenyl)chromenylium-3,5,7-triol",COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,KZMACGJDUUWFCH-UHFFFAOYSA-O,3.140010194
TOX-75061,5735,"[6-(5-chloropyridin-2-yl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,3.14258498
